sentence,labels
Stealth Falcon malware attempts to determine the installed version of .NET by querying the Registry.,['T1012']
Stealth Falcon malware communicates with its C2 server via HTTPS.,['T1071.001']
Stealth Falcon malware creates a scheduled task entitled “IE Web Cache” to execute a malicious file hourly.,['T1053.005']
Stealth Falcon malware encrypts C2 traffic using RC4 with a hard-coded key.,['T1573.001']
Stealth Falcon malware gathers a list of running processes.,['T1057']
Stealth Falcon malware gathers data from the local victim system.,['T1005']
"Stealth Falcon malware gathers system information via WMI, including the system directory, build number, serial number, version, manufacturer, model, and total physical memory.",['T1082']
Stealth Falcon malware gathers system information via Windows Management Instrumentation (WMI).,['T1047']
Stealth Falcon malware gathers the Address Resolution Protocol (ARP) table from the victim.,['T1016']
Stealth Falcon malware gathers the registered user and primary owner name via WMI.,['T1033']
StoneDrill can check for antivirus and antimalware programs.,['T1518.001']
StoneDrill can take screenshots.,['T1113']
StoneDrill has been observed deleting the temporary files once they fulfill their task.,['T1070.004']
StoneDrill has downloaded and dropped temporary files containing scripts; it additionally has a function to upload files from the victims machine.,['T1105']
StoneDrill has looked in the registry to find the default browser path.,['T1012']
StoneDrill has relied on injecting its payload directly into the process memory of the victim's preferred browser.,['T1055']
"StoneDrill has the capability to discover the system OS, Windows version, architecture and environment.",['T1082']
StoneDrill has used the WMI command-line (WMIC) utility to run tasks.,['T1047']
StreamEx establishes persistence by installing a new service pointing to its DLL and setting the service to auto-start.,['T1543.003']
StreamEx has the ability to enumerate drive types.,['T1083']
StreamEx has the ability to enumerate processes.,['T1057']
StreamEx has the ability to enumerate system information.,['T1082']
StreamEx has the ability to modify the Registry.,['T1112']
StreamEx has the ability to remotely execute commands.,['T1059.003']
StreamEx has the ability to scan for security tools such as firewalls and antivirus tools.,['T1518.001']
StreamEx obfuscates some commands by using statically programmed fragments of strings when starting a DLL. It also uses a one-byte xor against 0x91 to encode configuration data.,['T1027']
StreamEx uses rundll32 to call an exported function.,['T1218.011']
StrifeWater can collect data from a compromised host.,['T1005']
"StrifeWater can collect the OS version, architecture, and machine name to create a unique token for the infected host.",['T1082']
StrifeWater can collect the user name from the victim's machine.,['T1033']
StrifeWater can download updates and auxiliary modules.,['T1105']
StrifeWater can encrypt C2 traffic using XOR with a hard coded key.,['T1573.001']
StrifeWater can enumerate files on a compromised host.,['T1083']
StrifeWater can execute shell commands using cmd.exe.,['T1059.003']
StrifeWater can self delete to cover its tracks.,['T1070.004']
StrifeWater can send data and files from a compromised host to its C2 server.,['T1041']
StrifeWater can use a variety of APIs for execution.,['T1106']
StrifeWater has been named calc.exe to appear as a legitimate calculator program.,['T1036.005']
StrifeWater has the ability to take screen captures.,['T1113']
StrongPity can add directories used by the malware to the Windows Defender exclusions list to prevent detection.,['T1562.001']
StrongPity can delete previously exfiltrated files from the compromised host.,['T1070.004']
StrongPity can determine if a user is logged in by checking to see if explorer.exe is running.,['T1057']
StrongPity can download files to specified targets.,['T1105']
StrongPity can exfiltrate collected documents through C2 channels.,['T1041']
StrongPity can identify if ESET or BitDefender antivirus are installed before dropping its payload.,['T1518.001']
StrongPity can identify the IP address of a compromised host.,['T1016']
StrongPity can identify the hard disk volume serial number on a compromised host.,['T1082']
StrongPity can install a service to execute itself as a service.,['T1569.002']
StrongPity can parse the hard drive on a compromised host to identify specific file extensions.,['T1083']
StrongPity can use HTTP and HTTPS in C2 communications.,['T1071.001']
StrongPity can use the HKCU\Software\Microsoft\Windows\CurrentVersion\Run Registry key for persistence.,['T1547.001']
StrongPity has been bundled with legitimate software installation files for disguise.,['T1036.005']
"StrongPity has been executed via compromised installation files for legitimate software including compression applications, security software, browsers, file recovery applications, and other tools and utilities.",['T1204.002']
StrongPity has created new services and modified existing services for persistence.,['T1543.003']
Stuxnet can create registry keys to load driver files.,['T1112']
"Stuxnet collects system information including computer and domain names, OS version, and S7P paths.",['T1082']
Stuxnet collects the IP address of a compromised system.,['T1016']
Stuxnet decrypts resources that are loaded into memory and executed.,['T1140']
Stuxnet encodes the payload of system information sent to the command and control servers using a one byte 0xFF XOR key. Stuxnet also uses a 31-byte long static byte string to XOR data sent to command and control servers. The servers use a different static key to encrypt replies to the implant.,['T1573.001']
Stuxnet enumerates the currently running processes related to a variety of security products.,['T1518.001']
Stuxnet propagates using the MS10-061 Print Spooler and MS08-067 Windows Server Service vulnerabilities.,['T1210']
Stuxnet schedules a network job to execute two minutes after host infection.,['T1053.005']
Stuxnet searches the Registry for indicators of security programs.,['T1012']
Stuxnet sends compromised victim information via HTTP.,['T1041']
Stuxnet used MS10-073 and an undisclosed Task Scheduler vulnerability to escalate privileges on local Windows machines.,['T1068']
Stuxnet used WMI with an explorer.exe token to execute on a remote share.,['T1047']
Stuxnet uses HTTP to communicate with a command and control server. ,['T1071.001']
Stuxnet uses a driver registered as a boot start service as the main load-point.,['T1543.003']
Stuxnet uses a driver to scan for specific filesystem driver objects.,['T1083']
Stuxnet uses an RPC server that contains a file dropping routine and support for payload version updates for P2P communications within a victim network.,['T1570']
Stuxnet uses an RPC server that contains a routine for file deletion and also removes itself from the system through a DLL export by deleting specific files.,['T1070.004']
Stuxnet uses the SetSecurityDescriptorDacl API to reduce object integrity levels.,['T1106']
Suckfly used legitimate account credentials that they dumped to navigate the internal victim network as though they were the legitimate account owner.,['T1078']
Sykipot contains keylogging functionality to steal passwords.,['T1056.001']
Sykipot has been known to establish persistence by adding programs to the Run Registry key.,['T1547.001']
Sykipot may gather a list of running processes by running tasklist /v.,['T1057']
Sykipot may use ipconfig /all to gather system network configuration details.,['T1016']
SynAck can manipulate Registry keys.,['T1112']
SynAck checks its directory location in an attempt to avoid launching in a sandbox.,['T1083']
SynAck enumerates Registry keys associated with event logs.,['T1012']
SynAck enumerates all running processes.,['T1057']
"SynAck gathers computer names, OS version info, and also checks installed keyboard layouts to estimate if it has been launched from a certain list of countries.",['T1082']
SynAck gathers user names from infected hosts.,['T1033']
SynAck parses the export tables of system DLLs to locate and call various Windows API functions.,['T1106']
SynAck payloads are obfuscated prior to compilation to inhibit analysis and/or reverse engineering.,['T1027']
Sys10 collects the account name of the logged-in user and sends it to the C2.,['T1033']
"Sys10 collects the computer name, OS versioning information, and OS install date and sends the information to the C2.",['T1082']
Sys10 collects the local IP address of the victim and sends it to the C2.,['T1016']
Sys10 uses HTTP for C2.,['T1071.001']
Sys10 uses an XOR 0x1 loop to encrypt its C2 domain.,['T1573.001']
